Trip_ID,Pickup_Area,Drop_Area,Distance_km,Trip_Duration_min,Time_of_Day,Day_of_Week,Traffic_Level,Weather,Peak_Hour,Passenger_Count,Cab_Type,Payment_Mode,Driver_Rating,Fare_INR
TRIP00210,Sainik Colony,Kunjwani,29.11,93,Morning,Tuesday,High,Cloudy,Yes,1,Mini,Cash,4.7,564.8
TRIP00211,Bantalab,Rehari,23.49,35,Morning,Thursday,Low,Rainy,Yes,2,Mini,Cash,4.7,457.63
TRIP00212,Narwal,Channi Himmat,2.72,5,Night,Tuesday,Medium,Rainy,Yes,1,Mini,Card,4.7,232.85
TRIP00213,University,Trikuta Nagar,29.09,68,Morning,Monday,Medium,Cloudy,Yes,2,Mini,Card,5.0,541.15
TRIP00214,Satwari,Bus Stand,31.17,52,Afternoon,Monday,Low,Sunny,No,3,Sedan,Card,4.4,572.52
TRIP00215,Jewel Chowk,Bus Stand,31.13,45,Morning,Friday,Low,Sunny,No,2,Mini,Card,4.0,471.41
TRIP00216,Gandhi Nagar,Sainik Colony,34.11,120,Evening,Monday,High,Sunny,Yes,2,SUV,Card,3.9,864.79
TRIP00217,Narwal,Janipur,28.33,43,Afternoon,Saturday,Low,Sunny,Yes,1,Sedan,Card,4.4,566.11
TRIP00218,Bantalab,Rehari,13.29,18,Evening,Saturday,Low,Sunny,No,2,Mini,UPI,4.7,244.7
TRIP00219,Bahu Plaza,Gandhi Nagar,19.18,39,Afternoon,Friday,Medium,Sunny,No,1,Mini,UPI,3.7,340.04
TRIP00220,Satwari,Bantalab,6.78,15,Evening,Wednesday,Low,Sunny,Yes,2,Sedan,UPI,4.9,212.98
TRIP00221,Trikuta Nagar,Patoli,19.02,33,Evening,Tuesday,Low,Cloudy,Yes,2,Mini,Cash,4.1,381.78
TRIP00222,Satwari,Gandhi Nagar,3.92,5,Night,Tuesday,Low,Sunny,No,3,SUV,UPI,3.6,184.62
TRIP00223,Janipur,Gandhi Nagar,33.05,55,Afternoon,Monday,Low,Sunny,No,3,SUV,Cash,4.2,738.51
TRIP00224,Kunjwani,Jewel Chowk,26.24,49,Afternoon,Friday,Low,Sunny,No,2,Mini,Card,5.0,411.58
TRIP00225,Jewel Chowk,Bahu Plaza,15.01,46,Evening,Thursday,High,Sunny,Yes,1,Mini,Cash,4.4,379.88
TRIP00226,University,Bus Stand,21.65,41,Evening,Tuesday,Low,Cloudy,No,1,Mini,UPI,4.4,356.2
TRIP00227,Bantalab,Talab Tillo,7.77,22,Morning,Wednesday,Medium,Rainy,No,3,Mini,Card,4.3,254.32
TRIP00228,Patoli,Talab Tillo,38.85,67,Evening,Tuesday,Low,Sunny,Yes,4,Mini,UPI,4.0,636.27
TRIP00229,Trikuta Nagar,University,7.92,16,Evening,Sunday,Low,Sunny,Yes,1,SUV,Card,4.8,283.26
TRIP00230,Kunjwani,Bus Stand,23.85,49,Afternoon,Wednesday,Medium,Rainy,Yes,4,Sedan,Card,4.0,590.27
TRIP00231,Patoli,Railway Station,7.84,19,Afternoon,Saturday,Low,Sunny,No,4,Sedan,Card,3.5,245.47
TRIP00232,Trikuta Nagar,Bus Stand,9.61,33,Evening,Thursday,High,Sunny,Yes,2,SUV,Card,4.8,367.16
TRIP00233,Roop Nagar,University,10.73,23,Morning,Wednesday,Medium,Sunny,No,4,Mini,UPI,4.8,251.75
TRIP00234,Sainik Colony,Rehari,33.32,107,Evening,Friday,High,Sunny,Yes,1,Mini,Cash,3.5,593.26
TRIP00235,Bakshi Nagar,Satwari,15.64,50,Evening,Friday,High,Sunny,No,4,SUV,Card,3.5,456.84
TRIP00236,University,Patoli,9.02,32,Morning,Saturday,High,Sunny,Yes,3,Sedan,UPI,3.6,358.05
TRIP00237,Bahu Plaza,Trikuta Nagar,3.13,12,Morning,Monday,High,Cloudy,Yes,1,Mini,UPI,3.8,209.16
TRIP00238,Gandhi Nagar,Bahu Plaza,31.61,69,Afternoon,Saturday,Medium,Sunny,No,4,Mini,Cash,3.8,539.83
TRIP00239,Gandhi Nagar,Narwal,33.65,77,Evening,Tuesday,Medium,Sunny,No,4,Mini,Card,3.8,551.01
TRIP00240,Muthi,Patoli,21.89,38,Night,Thursday,Low,Sunny,No,1,Mini,Card,4.4,368.18
TRIP00241,Narwal,Talab Tillo,5.69,16,Evening,Tuesday,Low,Sunny,No,1,Mini,Cash,3.6,127.79
TRIP00242,Jewel Chowk,Patoli,33.53,55,Morning,Saturday,Low,Sunny,No,3,Mini,Cash,4.3,527.48
TRIP00243,Bus Stand,Satwari,17.16,56,Morning,Friday,High,Sunny,Yes,1,Mini,Cash,4.8,397.72
TRIP00244,Railway Station,Channi Himmat,23.31,33,Afternoon,Tuesday,Low,Cloudy,No,1,Sedan,Cash,4.8,432.22
TRIP00245,Satwari,Railway Station,11.47,17,Afternoon,Wednesday,Low,Sunny,No,1,Mini,UPI,3.7,196.61
TRIP00246,Bakshi Nagar,Trikuta Nagar,26.18,41,Morning,Tuesday,Low,Sunny,No,3,Mini,UPI,4.3,414.54
TRIP00247,Bus Stand,Talab Tillo,6.29,12,Night,Friday,Medium,Rainy,Yes,2,Sedan,UPI,4.2,322.35
TRIP00248,Bus Stand,Bakshi Nagar,20.7,50,Evening,Monday,Medium,Sunny,Yes,4,Mini,Card,4.3,427.86
TRIP00249,Talab Tillo,Bahu Plaza,33.4,75,Morning,Monday,Medium,Sunny,Yes,2,SUV,Card,3.8,810.4
TRIP00250,Bahu Plaza,Sainik Colony,34.72,116,Night,Saturday,High,Cloudy,Yes,1,Sedan,UPI,3.9,781.81
TRIP00251,Bus Stand,Bantalab,14.6,52,Morning,Thursday,High,Cloudy,Yes,1,Sedan,Card,5.0,416.87
TRIP00252,Channi Himmat,Gandhi Nagar,12.64,32,Morning,Monday,Medium,Sunny,Yes,3,Mini,UPI,3.7,327.39
TRIP00253,Gandhi Nagar,Patoli,24.4,43,Evening,Saturday,Low,Sunny,Yes,4,Mini,Cash,4.1,475.36
TRIP00254,Bakshi Nagar,Bantalab,8.41,26,Evening,Tuesday,High,Sunny,Yes,3,SUV,Card,4.0,350.13
TRIP00255,Bahu Plaza,Satwari,5.99,25,Morning,Sunday,High,Rainy,Yes,1,SUV,UPI,4.0,344.74
TRIP00256,Muthi,Rehari,11.16,24,Morning,Sunday,Low,Cloudy,Yes,1,Sedan,Cash,4.8,305.01
TRIP00257,Bakshi Nagar,Trikuta Nagar,12.64,43,Morning,Sunday,High,Sunny,Yes,4,SUV,UPI,4.0,482.73
TRIP00258,Trikuta Nagar,Bakshi Nagar,7.9,20,Evening,Monday,Medium,Cloudy,Yes,2,Sedan,Cash,4.7,282.4
TRIP00259,Jewel Chowk,Sainik Colony,16.73,54,Night,Thursday,High,Cloudy,Yes,3,SUV,Card,3.8,579.91
TRIP00260,Patoli,Muthi,13.17,28,Morning,Friday,Medium,Rainy,Yes,3,Mini,Cash,4.6,376.85
TRIP00261,Janipur,Channi Himmat,39.82,67,Afternoon,Thursday,Low,Rainy,No,4,SUV,UPI,3.8,925.09
TRIP00262,Rehari,Jewel Chowk,7.59,8,Afternoon,Saturday,Low,Cloudy,No,1,Sedan,Card,5.0,189.91
TRIP00263,Muthi,Sainik Colony,18.33,42,Morning,Wednesday,Medium,Cloudy,Yes,3,Sedan,Cash,4.5,463.3
TRIP00264,Sainik Colony,Kunjwani,17.33,35,Night,Friday,Low,Sunny,No,2,Mini,Card,3.8,313.03
TRIP00265,Rehari,Patoli,16.98,40,Morning,Friday,Medium,Rainy,Yes,1,Mini,UPI,4.5,380.21
TRIP00266,Rehari,Talab Tillo,4.51,21,Evening,Saturday,High,Cloudy,Yes,3,Mini,Cash,4.2,293.2
TRIP00267,Railway Station,University,15.05,30,Evening,Thursday,Low,Cloudy,Yes,2,Mini,Card,4.5,331.3
TRIP00268,Roop Nagar,Narwal,11.46,21,Evening,Wednesday,Low,Sunny,No,3,SUV,Cash,4.5,312.11
TRIP00269,Bakshi Nagar,Narwal,5.41,16,Evening,Monday,Medium,Sunny,No,4,SUV,Card,4.5,227.54
TRIP00270,Sainik Colony,Bus Stand,34.64,50,Night,Saturday,Low,Rainy,No,4,Mini,Cash,3.6,637.37
TRIP00271,Channi Himmat,Muthi,21.47,71,Evening,Saturday,High,Cloudy,Yes,1,Mini,Cash,4.5,484.4
TRIP00272,Trikuta Nagar,Muthi,16.01,34,Evening,Friday,Medium,Sunny,No,4,SUV,Cash,4.8,431.13
TRIP00273,Satwari,Railway Station,11.85,22,Evening,Friday,Medium,Sunny,Yes,4,Mini,UPI,4.8,319.97
TRIP00274,Satwari,Railway Station,26.48,88,Morning,Thursday,High,Rainy,Yes,3,Sedan,Card,4.3,644.31
TRIP00275,Channi Himmat,Jewel Chowk,9.69,20,Afternoon,Friday,Medium,Cloudy,No,4,Mini,UPI,3.6,261.87
TRIP00276,Talab Tillo,Channi Himmat,38.61,80,Morning,Friday,Medium,Rainy,Yes,4,Mini,UPI,3.9,718.5
TRIP00277,Bantalab,Muthi,9.41,17,Evening,Tuesday,Medium,Sunny,Yes,1,SUV,Cash,4.2,318.16
TRIP00278,Janipur,Rehari,21.68,34,Morning,Thursday,Low,Sunny,No,2,SUV,Card,4.4,498.62
TRIP00279,Satwari,Janipur,35.43,115,Evening,Thursday,High,Cloudy,Yes,4,Mini,Cash,5.0,679.67
TRIP00280,Bahu Plaza,University,35.57,125,Evening,Sunday,High,Cloudy,Yes,2,SUV,UPI,3.8,912.38
TRIP00281,Bantalab,Narwal,28.71,65,Night,Tuesday,Medium,Sunny,No,3,Mini,Card,4.2,519.05
TRIP00282,Bakshi Nagar,Railway Station,21.82,38,Night,Thursday,Low,Sunny,No,1,Mini,UPI,3.9,353.05
TRIP00283,University,Channi Himmat,3.42,7,Evening,Tuesday,Low,Rainy,No,2,Mini,Card,4.5,155.37
TRIP00284,Sainik Colony,Talab Tillo,28.15,47,Evening,Monday,Low,Foggy,No,3,SUV,Card,3.6,670.43
TRIP00285,Bahu Plaza,Roop Nagar,34.93,114,Evening,Saturday,High,Cloudy,Yes,2,Mini,Card,4.9,671.57
TRIP00286,Jewel Chowk,Bus Stand,8.29,14,Morning,Friday,Low,Sunny,Yes,2,Mini,Card,4.8,232.89
TRIP00287,Trikuta Nagar,Bus Stand,2.56,10,Night,Friday,High,Cloudy,Yes,4,Sedan,Card,4.3,300.67
TRIP00288,Bus Stand,Bahu Plaza,21.3,69,Evening,Tuesday,High,Sunny,Yes,2,Mini,Card,4.0,466.48
TRIP00289,Patoli,Channi Himmat,21.69,53,Night,Sunday,Medium,Sunny,No,2,Mini,Card,4.4,429.45
TRIP00290,Satwari,Muthi,13.52,17,Night,Monday,Low,Sunny,No,3,SUV,Card,4.7,386.35
TRIP00291,Talab Tillo,Satwari,8.51,34,Evening,Monday,High,Sunny,Yes,1,Mini,UPI,4.5,271.8
TRIP00292,Railway Station,Gandhi Nagar,33.32,68,Night,Saturday,Medium,Rainy,No,2,Sedan,UPI,4.2,701.75
TRIP00293,University,Rehari,31.97,108,Evening,Friday,High,Sunny,No,4,Mini,Cash,4.0,575.85
TRIP00294,Trikuta Nagar,Railway Station,25.12,88,Evening,Friday,High,Sunny,Yes,3,Mini,Card,4.0,518.69
TRIP00295,Bus Stand,Jewel Chowk,16.41,37,Evening,Thursday,Medium,Cloudy,Yes,3,Sedan,Card,3.7,428.21
TRIP00296,Muthi,Janipur,5.81,17,Morning,Friday,High,Sunny,Yes,3,Mini,UPI,4.1,261.15
TRIP00297,Bahu Plaza,Trikuta Nagar,33.56,110,Morning,Tuesday,High,Sunny,Yes,4,Sedan,Card,4.3,733.88
TRIP00298,Railway Station,Bahu Plaza,23.64,83,Night,Wednesday,High,Sunny,Yes,2,Sedan,Cash,4.2,579.81
TRIP00299,Janipur,Bus Stand,23.11,56,Evening,Thursday,Medium,Cloudy,Yes,4,Sedan,Cash,4.8,544.65
TRIP00300,Trikuta Nagar,Rehari,14.99,56,Afternoon,Friday,High,Sunny,Yes,2,Mini,Card,3.8,387.36
TRIP00301,Bus Stand,Narwal,25.63,84,Evening,Friday,High,Rainy,Yes,4,Sedan,Card,4.7,664.24
TRIP00302,Muthi,Janipur,29.6,48,Morning,Thursday,Low,Sunny,Yes,2,Mini,Card,4.5,487.17
TRIP00303,Bus Stand,Channi Himmat,38.0,123,Evening,Tuesday,High,Sunny,Yes,4,Mini,UPI,3.6,691.2
TRIP00304,Sainik Colony,Bahu Plaza,36.4,80,Afternoon,Thursday,Medium,Sunny,No,1,Sedan,Card,5.0,664.5
TRIP00305,Bus Stand,Muthi,15.69,39,Afternoon,Friday,Medium,Sunny,No,2,Mini,Card,4.1,307.59
TRIP00306,Rehari,Sainik Colony,1.26,5,Night,Thursday,Low,Cloudy,No,2,Mini,UPI,4.0,113.29
TRIP00307,Bakshi Nagar,Janipur,5.42,15,Evening,Thursday,Medium,Rainy,Yes,1,Mini,UPI,4.4,226.64
TRIP00308,Bahu Plaza,Trikuta Nagar,23.32,35,Morning,Wednesday,Low,Sunny,No,1,SUV,Card,4.6,519.6
TRIP00309,Sainik Colony,Bakshi Nagar,19.39,46,Afternoon,Tuesday,Medium,Cloudy,No,2,Sedan,Card,4.5,407.52
TRIP00310,Bakshi Nagar,Muthi,18.69,46,Evening,Tuesday,Medium,Sunny,Yes,4,Mini,UPI,4.4,411.96
TRIP00311,Muthi,Narwal,35.23,117,Evening,Sunday,High,Sunny,Yes,1,Sedan,Card,4.5,739.98
TRIP00312,Roop Nagar,Channi Himmat,21.66,79,Morning,Sunday,High,Sunny,Yes,1,Sedan,Cash,3.7,524.07
TRIP00313,Talab Tillo,Bus Stand,24.33,82,Evening,Wednesday,High,Cloudy,Yes,1,Sedan,Card,3.5,557.48
TRIP00314,Kunjwani,Roop Nagar,17.62,25,Evening,Wednesday,Low,Sunny,No,4,Mini,UPI,4.1,316.83
TRIP00315,Bakshi Nagar,Rehari,19.87,41,Night,Friday,Medium,Cloudy,No,1,SUV,Card,3.8,514.42
TRIP00316,Patoli,Narwal,14.2,19,Evening,Saturday,Low,Sunny,Yes,1,Sedan,UPI,4.2,340.09
TRIP00317,Satwari,Jewel Chowk,15.46,49,Evening,Saturday,High,Cloudy,Yes,1,Mini,UPI,4.5,405.69
TRIP00318,Jewel Chowk,Talab Tillo,32.35,48,Morning,Monday,Low,Cloudy,No,1,Sedan,Cash,3.9,570.88
TRIP00319,Kunjwani,Patoli,16.58,55,Evening,Thursday,High,Cloudy,Yes,1,Mini,Card,3.9,409.44
TRIP00320,Bahu Plaza,Bus Stand,11.78,32,Evening,Tuesday,Medium,Sunny,Yes,1,Mini,Card,3.6,292.23
TRIP00321,Satwari,Roop Nagar,38.31,67,Night,Sunday,Low,Sunny,No,4,Mini,UPI,4.6,644.89
TRIP00322,Muthi,Bantalab,19.8,62,Morning,Thursday,High,Cloudy,Yes,3,Mini,Cash,4.9,471.37
TRIP00323,Bantalab,Sainik Colony,10.68,21,Morning,Saturday,Medium,Sunny,Yes,3,Mini,Cash,3.8,320.22
TRIP00324,Bus Stand,Janipur,37.28,129,Morning,Saturday,High,Rainy,Yes,2,Mini,UPI,4.8,715.24
TRIP00325,Roop Nagar,Patoli,4.06,15,Night,Thursday,Medium,Sunny,No,4,Mini,Cash,4.4,198.5
TRIP00326,Gandhi Nagar,Kunjwani,39.39,84,Night,Wednesday,Medium,Sunny,No,4,Mini,Cash,4.9,668.88
TRIP00327,Railway Station,University,31.26,52,Afternoon,Monday,Low,Cloudy,No,2,Mini,Cash,4.4,471.17
TRIP00328,Bus Stand,Narwal,22.39,34,Morning,Thursday,Low,Sunny,No,4,Mini,Card,4.6,367.47
TRIP00329,Janipur,Muthi,6.11,18,Evening,Tuesday,Medium,Rainy,No,4,Sedan,UPI,3.7,244.06
TRIP00330,Gandhi Nagar,Narwal,20.48,29,Night,Sunday,Low,Sunny,No,3,Mini,Card,4.8,380.14
TRIP00331,Rehari,University,9.4,26,Morning,Sunday,Medium,Sunny,Yes,3,Mini,Cash,3.5,310.09
TRIP00332,Trikuta Nagar,Narwal,8.76,32,Evening,Saturday,High,Sunny,Yes,4,Mini,Card,4.2,338.79
TRIP00333,Channi Himmat,Bus Stand,38.31,60,Night,Saturday,Low,Cloudy,No,1,Sedan,UPI,3.7,716.7
TRIP00334,Jewel Chowk,Bakshi Nagar,11.43,29,Evening,Wednesday,Medium,Rainy,No,4,Sedan,Cash,3.8,343.74
TRIP00335,University,Kunjwani,37.68,85,Evening,Monday,Medium,Sunny,Yes,4,SUV,Card,3.6,907.1
TRIP00336,Muthi,Bakshi Nagar,11.24,14,Morning,Saturday,Low,Sunny,No,4,Sedan,Card,3.7,290.75
TRIP00337,Bantalab,Satwari,34.55,77,Afternoon,Thursday,Medium,Rainy,No,2,Mini,Card,4.3,585.23
TRIP00338,Narwal,Sainik Colony,23.0,74,Evening,Saturday,High,Sunny,Yes,1,Mini,Cash,4.0,474.32
TRIP00339,Narwal,Bahu Plaza,21.41,74,Evening,Tuesday,High,Sunny,Yes,4,SUV,Cash,3.5,643.1
TRIP00340,Narwal,Channi Himmat,22.38,50,Morning,Friday,Medium,Cloudy,Yes,4,Sedan,UPI,3.9,543.08
TRIP00341,Rehari,Roop Nagar,24.92,86,Evening,Wednesday,High,Rainy,Yes,1,Mini,UPI,3.7,527.12
TRIP00342,Satwari,Jewel Chowk,25.29,83,Morning,Monday,High,Sunny,Yes,3,SUV,Cash,3.7,689.32
TRIP00343,Janipur,Gandhi Nagar,20.25,31,Afternoon,Wednesday,Low,Sunny,No,1,Sedan,Cash,3.6,370.77
TRIP00344,Satwari,Channi Himmat,22.18,52,Morning,Sunday,Medium,Sunny,Yes,2,SUV,Cash,4.7,591.61
TRIP00345,Gandhi Nagar,Bantalab,18.97,42,Evening,Friday,Medium,Sunny,Yes,3,SUV,UPI,4.4,526.0
TRIP00346,Sainik Colony,Patoli,25.9,38,Morning,Monday,Low,Sunny,No,3,Sedan,UPI,3.8,497.07
TRIP00347,Patoli,Railway Station,1.35,11,Morning,Sunday,High,Sunny,Yes,2,Sedan,UPI,4.2,238.51
TRIP00348,Bus Stand,Roop Nagar,25.38,89,Morning,Saturday,High,Sunny,Yes,3,Mini,Card,4.7,529.58
TRIP00349,Kunjwani,Bus Stand,15.73,24,Evening,Wednesday,Low,Sunny,No,4,Mini,UPI,4.4,289.54
TRIP00350,Jewel Chowk,Kunjwani,34.84,55,Evening,Sunday,Low,Sunny,Yes,3,Mini,Card,4.1,587.49
TRIP00351,Roop Nagar,Bantalab,1.73,5,Night,Sunday,Low,Sunny,No,4,SUV,UPI,4.3,164.09
TRIP00352,Talab Tillo,Rehari,16.98,23,Afternoon,Monday,Low,Rainy,No,1,Mini,UPI,3.7,314.99
TRIP00353,Talab Tillo,Muthi,16.16,32,Afternoon,Friday,Low,Sunny,No,1,Sedan,UPI,4.9,318.52
TRIP00354,Gandhi Nagar,Rehari,19.25,70,Evening,Wednesday,High,Sunny,Yes,1,Mini,Card,3.9,407.59
TRIP00355,Bakshi Nagar,Bantalab,9.42,36,Evening,Monday,High,Sunny,Yes,2,Mini,Card,4.4,301.92
TRIP00356,Railway Station,Bakshi Nagar,5.12,19,Evening,Wednesday,High,Sunny,Yes,2,Mini,Card,4.1,251.56
TRIP00357,Channi Himmat,Patoli,37.41,61,Night,Friday,Low,Sunny,No,4,Sedan,Card,4.0,710.81
TRIP00358,Janipur,Railway Station,22.46,31,Evening,Wednesday,Low,Sunny,No,3,Sedan,Card,3.5,447.89
TRIP00359,Bus Stand,Janipur,9.38,17,Afternoon,Sunday,Medium,Sunny,No,2,Sedan,UPI,3.6,258.09
TRIP00360,Roop Nagar,Bakshi Nagar,23.7,80,Morning,Sunday,High,Sunny,Yes,1,Mini,Card,4.0,510.07
TRIP00361,Railway Station,University,28.41,67,Evening,Monday,Medium,Cloudy,Yes,1,Sedan,UPI,4.9,592.59
TRIP00362,Gandhi Nagar,Bus Stand,37.28,126,Morning,Sunday,High,Cloudy,Yes,4,Mini,UPI,4.0,710.13
TRIP00363,University,Janipur,20.59,66,Morning,Monday,High,Foggy,Yes,1,Sedan,UPI,4.1,511.92
TRIP00364,Roop Nagar,University,23.29,53,Morning,Thursday,Medium,Sunny,Yes,2,Sedan,Cash,4.3,505.52
TRIP00365,Narwal,Bus Stand,25.02,53,Evening,Tuesday,Medium,Sunny,Yes,1,Sedan,UPI,4.5,524.94
TRIP00366,Channi Himmat,Talab Tillo,24.16,55,Morning,Wednesday,Medium,Rainy,Yes,2,Sedan,Cash,3.6,558.24
TRIP00367,Rehari,Railway Station,29.41,99,Morning,Saturday,High,Rainy,Yes,3,SUV,UPI,4.0,827.88
TRIP00368,Jewel Chowk,Narwal,9.15,33,Evening,Tuesday,High,Sunny,Yes,2,Sedan,Card,4.5,333.31
TRIP00369,Sainik Colony,University,2.7,15,Morning,Wednesday,High,Sunny,Yes,1,Mini,UPI,4.1,190.67
TRIP00370,Bakshi Nagar,Channi Himmat,34.83,57,Evening,Tuesday,Low,Cloudy,No,4,SUV,Card,4.3,791.34
TRIP00371,Bus Stand,Bahu Plaza,37.13,57,Morning,Tuesday,Low,Sunny,No,1,Sedan,Cash,4.5,658.43
TRIP00372,University,Janipur,20.55,41,Evening,Saturday,Medium,Foggy,Yes,3,SUV,UPI,3.7,606.47
TRIP00373,Kunjwani,Janipur,38.46,80,Evening,Saturday,Medium,Sunny,Yes,3,Mini,Card,4.0,663.14
TRIP00374,Bantalab,Bakshi Nagar,22.11,73,Evening,Sunday,High,Rainy,Yes,4,SUV,UPI,4.5,709.92
TRIP00375,Sainik Colony,Janipur,38.0,65,Morning,Wednesday,Low,Sunny,No,4,Mini,Cash,4.0,568.2
TRIP00376,Trikuta Nagar,Muthi,8.21,24,Evening,Friday,High,Cloudy,Yes,2,Sedan,Card,3.5,333.74
TRIP00377,Jewel Chowk,Bahu Plaza,19.28,37,Evening,Tuesday,Low,Sunny,No,1,Mini,Cash,4.6,292.32
TRIP00378,Satwari,Channi Himmat,27.18,91,Morning,Tuesday,High,Foggy,Yes,4,SUV,Card,4.0,782.89
TRIP00379,Satwari,Gandhi Nagar,24.71,88,Evening,Saturday,High,Cloudy,Yes,1,Sedan,Card,3.7,587.73
TRIP00380,Bahu Plaza,Railway Station,21.98,36,Night,Monday,Low,Cloudy,No,3,Mini,Cash,4.1,397.41
TRIP00381,Kunjwani,Janipur,24.91,40,Morning,Friday,Low,Cloudy,No,1,Mini,UPI,4.7,378.53
TRIP00382,Trikuta Nagar,Janipur,1.97,8,Afternoon,Saturday,Medium,Sunny,No,2,Mini,Card,4.6,141.63
TRIP00383,Railway Station,Patoli,4.33,13,Evening,Saturday,Low,Rainy,No,4,Mini,UPI,4.7,213.17
TRIP00384,Rehari,Bakshi Nagar,7.32,23,Morning,Sunday,Medium,Sunny,Yes,4,Sedan,Cash,4.4,288.23
TRIP00385,Roop Nagar,Satwari,30.85,49,Morning,Thursday,Low,Sunny,No,2,SUV,UPI,4.4,666.38
TRIP00386,Bus Stand,Gandhi Nagar,24.4,79,Morning,Friday,High,Rainy,Yes,2,Mini,UPI,3.6,525.17
TRIP00387,Patoli,Bantalab,23.55,42,Evening,Wednesday,Low,Sunny,No,3,Mini,Card,4.5,370.47
TRIP00388,Trikuta Nagar,Railway Station,18.76,41,Evening,Monday,Medium,Sunny,Yes,1,Mini,Cash,4.8,362.54
TRIP00389,Patoli,Bahu Plaza,34.52,75,Afternoon,Thursday,Medium,Cloudy,No,1,Mini,Cash,4.6,549.19
TRIP00390,Patoli,Channi Himmat,11.13,28,Evening,Friday,Medium,Sunny,Yes,4,Mini,Cash,4.7,325.07
TRIP00391,Bus Stand,Bantalab,1.06,7,Morning,Saturday,Medium,Sunny,No,4,Sedan,Cash,3.6,144.33
TRIP00392,Railway Station,Narwal,25.98,45,Evening,Wednesday,Low,Sunny,No,1,Mini,UPI,4.5,391.22
TRIP00393,Janipur,Roop Nagar,2.14,13,Morning,Wednesday,High,Sunny,No,1,Mini,Card,3.7,148.93
TRIP00394,Talab Tillo,Patoli,14.07,26,Evening,Thursday,Low,Sunny,No,3,Sedan,Card,4.3,308.11
TRIP00395,Bakshi Nagar,Rehari,35.63,62,Afternoon,Tuesday,Low,Foggy,No,2,Sedan,Card,4.4,664.63
TRIP00396,Bakshi Nagar,Rehari,28.51,45,Afternoon,Monday,Low,Rainy,No,3,Mini,UPI,4.3,470.75
TRIP00397,Bahu Plaza,Bus Stand,8.88,27,Morning,Friday,High,Sunny,Yes,4,Mini,Card,4.8,332.59
TRIP00398,Gandhi Nagar,Rehari,33.06,52,Night,Saturday,Low,Sunny,No,1,Mini,UPI,4.0,541.46
TRIP00399,Sainik Colony,Bantalab,5.02,16,Evening,Saturday,High,Sunny,Yes,3,SUV,UPI,3.8,312.63
TRIP00400,Janipur,Railway Station,5.59,21,Morning,Wednesday,High,Sunny,Yes,3,Mini,Card,4.0,256.81
TRIP00401,Narwal,University,13.14,18,Night,Friday,Low,Sunny,No,1,Sedan,Cash,3.6,293.12
TRIP00402,Trikuta Nagar,Roop Nagar,24.12,48,Evening,Saturday,Medium,Sunny,Yes,1,Mini,Cash,4.4,457.87
TRIP00403,Railway Station,Bus Stand,26.13,57,Evening,Thursday,Medium,Rainy,Yes,3,Sedan,Cash,3.8,597.99
TRIP00404,Rehari,Bus Stand,19.54,33,Afternoon,Thursday,Low,Sunny,No,1,Sedan,Cash,4.7,349.77
TRIP00405,Bantalab,Narwal,12.78,32,Afternoon,Friday,Medium,Sunny,No,4,SUV,UPI,4.0,369.66
TRIP00406,Satwari,Railway Station,31.71,108,Evening,Tuesday,High,Cloudy,Yes,4,Sedan,UPI,4.4,733.02
TRIP00407,Gandhi Nagar,Rehari,7.87,15,Night,Monday,Medium,Sunny,No,3,Sedan,Cash,4.5,249.09
TRIP00408,Talab Tillo,Channi Himmat,23.65,54,Evening,Sunday,Medium,Sunny,Yes,4,Mini,Card,4.4,487.95
TRIP00409,Muthi,University,23.24,83,Night,Wednesday,High,Cloudy,No,1,SUV,Card,3.5,635.38
TRIP00410,Bantalab,University,3.43,14,Night,Monday,High,Foggy,Yes,3,Mini,UPI,3.9,299.94
TRIP00411,Janipur,Bakshi Nagar,16.84,22,Afternoon,Tuesday,Low,Sunny,No,3,Mini,Cash,3.7,297.37
TRIP00412,Patoli,Narwal,6.62,25,Night,Saturday,High,Sunny,No,4,Sedan,Cash,4.8,310.55
TRIP00413,Narwal,Bantalab,17.54,40,Evening,Thursday,Medium,Cloudy,Yes,2,Sedan,Card,4.3,418.64
TRIP00414,Muthi,Trikuta Nagar,2.48,7,Afternoon,Wednesday,High,Cloudy,Yes,3,Mini,Cash,4.3,240.16
TRIP00415,Roop Nagar,Satwari,26.89,91,Evening,Saturday,High,Sunny,Yes,3,Mini,Card,4.7,562.65
TRIP00416,Sainik Colony,Gandhi Nagar,29.62,50,Afternoon,Sunday,Low,Cloudy,No,3,Sedan,Card,4.7,580.26
TRIP00417,Patoli,Sainik Colony,23.34,49,Evening,Wednesday,Medium,Sunny,No,1,Mini,Cash,3.9,376.13
TRIP00418,Muthi,Gandhi Nagar,29.92,99,Evening,Friday,High,Sunny,Yes,2,Mini,Cash,3.8,558.49
TRIP00419,Talab Tillo,Patoli,6.66,19,Night,Tuesday,Medium,Sunny,No,4,Mini,Card,4.5,227.93
TRIP00420,University,Muthi,26.05,85,Evening,Monday,High,Sunny,Yes,2,Mini,Cash,4.5,521.56
TRIP00421,Bus Stand,Satwari,17.95,63,Morning,Sunday,High,Foggy,Yes,1,Sedan,UPI,4.9,506.76
TRIP00422,Talab Tillo,Kunjwani,11.63,38,Morning,Sunday,High,Sunny,Yes,2,Sedan,Card,4.5,393.79
